objective,directory,run_file,N_params_no_embed,C_final_flops,D_final_tokens_C_over_6N,epoch_label,batch_label,L_final,L_min,n_logged_points,tensorboard_capped_1000,in_released_notebook_fit,content_sha256_12,identical_content_as,known_issue
MLM,47M_flops,run-mlm_47M_1024l_3e19flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,47775744.0,3.0161768506e+19,105219950476.68262,0.5,,2.223907947540283,2.2030959129333496,668,False,True,2f5e7c30ad61,,
MLM,4B_flops,run-mlm_4b_1024l_1e21flops_all0.2ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,4076863488.0,1.000845631133e+21,40915671000.46921,0.2,,2.057302713394165,2.05314040184021,131,False,True,6407dea5ddc2,,
MLM,550M_flops,run-mlm_550M_1024l_1e20flops_all0.15ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,550502400.0,1.00167524359e+20,30326093752.119274,0.15,,2.1534953117370605,2.143392562866211,193,False,True,9b99f9fb2856,,
MLM,550M_flops,run-mlm_550M_1024l_3e19flops_all0.05ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,550502400.0,2.5728264863e+19,7789328700.1715765,0.05,,2.31984281539917,2.312088966369629,58,False,True,7e12715edb8f,,
MLM,550M_flops,run-mlm_550M_1024l_3e20flops_all0.45ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,550502400.0,3.00174990331e+20,90879104351.1648,0.45,,2.063246726989746,2.043506622314453,579,False,True,7b3e336c9f01,,
MLM,5B_flops,run-mlm_5b_1024l_1e21flops_all0.17ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,4917322640.0,1.003021591331e+21,33996196194.649807,0.17,,2.103798151016236,2.0983142852783203,109,False,True,4b0358eddd04,,
MLM,609M_flops,run-mlm_609M_all0.58ep_4e20-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,,4.23472934609e+20,,0.58,,2.036506414413452,2.018716335296631,736,False,False,48929069bac2,,model size not in the notebook's size map; excluded from its fits
MLM,65M_flops,run-mlm_49M_1024l_1e19flops_all0.13ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,65728000.0,1.0004327274e+19,25367999619.644592,0.13,,2.290457248687744,2.2855262756347656,162,False,True,e252d8f89690,,
MLM,65M_flops,run-mlm_49M_1024l_3e18flops_all0.04ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,65728000.0,2.997209389e+18,7600031921.961214,0.04,,2.386813163757324,2.379170179367065,49,False,True,b3345fd504a0,,
MLM,65M_flops,run-mlm_49M_1024l_3e19flops_all0.38ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,65728000.0,2.9973952434e+19,76005031934.63972,0.38,,2.2305450439453125,2.2068114280700684,484,False,True,bc999ce67c83,,
MLM,65M_flops,run-mlm_49M_1024l_bsz256_1e18flops_all0.01ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,65728000.0,1.000412077e+18,2536747598.689549,0.01,256,2.454048156738281,2.4352872371673584,33,False,True,c87ab33a95c0,,
MLM,680M_flops,run-mlm_500M_1024l_1e20flops_all0.12ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,680205312.0,9.9961190705e+19,24492896713.563644,0.12,,2.185706853866577,2.1732513904571533,156,False,True,30c31f037180,,
MLM,680M_flops,run-mlm_500M_1024l_3e20flops_all0.37ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,680205312.0,2.99883572117e+20,73478690141.18098,0.37,,2.0763275623321533,2.061962604522705,468,False,True,ad18e860298a,,
MLM,6M_flops,run-mlm_6M_1024l_1e18flops_all0.13ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,6291456.0,1.004422662e+18,26608113765.716553,0.13,,2.4007458686828613,2.396369695663452,169,False,True,b95a2fc6f195,,
MLM,6M_flops,run-mlm_6M_1024l_3e18flops_all0.39ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,6291456.0,3.013307733e+18,79825394233.06783,0.39,,2.361924171447754,2.351791858673096,506,False,True,d4fd68b6a392,,
MLM,736M_flops,run-mlm_736M_all0.58ep_5e20-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,,5.24659878091e+20,,0.58,,2.019793748855591,2.014399766921997,755,False,False,8b8be926dff6,,model size not in the notebook's size map; excluded from its fits
MLM,7B_flops,run-mlm_7b_1024l_1e21flops_all0.11ep_lr1.2-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,7247758312.0,1.000419374676e+21,23005259732.50748,0.11,,2.148233413696289,2.1431171894073486,74,False,True,1dcb5c920fba,,
MLM,85M_flops,run-mlm_85M_1024l_1e19flops_all0.1ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,84934656.0,1.0004021783e+19,19630820237.069466,0.1,,2.28713607788086,2.2814900875091557,125,False,True,9771abd950ce,,
MLM,85M_flops,run-mlm_85M_1024l_3e18flops_all0.03ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,84934656.0,2.996068582e+18,5879163902.973442,0.03,,2.39237117767334,2.3889825344085693,38,False,True,4602176f0c28,,
MLM,85M_flops,run-mlm_85M_1024l_bsz256_1e18flops_all0.01ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,84934656.0,1.000295137e+18,1962871977.3312163,0.01,256,2.465641736984253,2.451131820678711,25,False,True,177897cc3b14,,
MLM,85M_flops,run-mlm_85M_all0.75ep_noreg_tk150b_cl1024_bsz0.5m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,84934656.0,7.6561380278e+19,150235847736.09177,0.75,0.5m,2.164946794509888,2.140316963195801,954,False,True,18370deb6410,,
MLM,85M_flops,run-mlm_85M_all1ep_noreg_tk200b_cl1024_bsz0.5m_scratch-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,84934656.0,1.3166003417e+19,25835554132.736267,1.0,0.5m,2.281765937805176,2.2678747177124023,139,False,True,6577075db731,,
MLM,880M_flops,run-mlm_880M_1024l_1e20flops_all0.09ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,886308864.0,1.00032949932e+20,18810776918.959034,0.09,,2.204306602478028,2.204306602478028,120,False,True,32f46438fb3d,,
MLM,880M_flops,run-mlm_880M_1024l_1e21flops_all0.28ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,886308864.0,1.000332289018e+21,188108293780.60544,0.28,,1.979753017425537,1.9756792783737185,1000,True,True,25c65c6e29e4,,TensorBoard export capped at 1000 points; row index is not the evaluation index
MLM,880M_flops,run-mlm_880M_1024l_3e20flops_all0.28ep_fix-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,886308864.0,3.00098849799e+20,56432330757.44124,0.28,,2.109191417694092,2.0954184532165527,359,False,True,af1813e8dd49,,
MLM,880M_flops,run-mlm_880M_1024l_6e20flops_all0.5ep-tag-lm-loss-validation_valid_lm loss validation vs gigaflos (without embeddings).csv,886308864.0,5.85300718376e+20,110063346640.89893,0.5,,2.0161290168762207,2.0161290168762207,700,False,True,7b4a500259fb,,
